Account,Date,Time,Type,Transaction ID,Receipt Number,Payment Method,Quantity,Description,Currency,Price (Gross),Price (Net),Tax,Tax rate,Transaction refunded
generic.email@example.com,2023-07-10,17:39,Sales,T1MTJLGNQ,S202362153132,Card,2,Product C,EUR,4.18,4.18,0.0,0%,
generic.email@example.com,2023-07-10,17:49,Sales,TXFEK8U67,S202385328293,Card,3,Product A,EUR,0.63,0.63,0.0,0%,
generic.email@example.com,2023-07-10,18:31,Sales,TN2EX0VRM,S202310488512,Card,3,Product B,EUR,2.5,2.5,0.0,0%,
generic.email@example.com,2023-07-10,18:57,Sales,T9JWKDKML,S202321801198,Mobile,3,Product A,EUR,2.37,2.37,0.0,0%,
generic.email@example.com,2023-07-10,19:43,Sales,TF1D9PRF1,S202367231441,Card,1,Product C,EUR,2.59,2.59,0.0,0%,
generic.email@example.com,2023-07-11,12:24,Sales,TG6NWHHV6,S202308319472,Cash,3,Product B,EUR,7.19,7.19,0.0,0%,
generic.email@example.com,2023-07-11,12:28,Sales,TL5JU50GL,S202369819834,Cash,2,Product C,EUR,8.29,8.29,0.0,0%,
generic.email@example.com,2023-07-11,12:52,Sales,TDFIYEENQ,S202386019414,Mobile,3,Product A,EUR,0.54,0.54,0.0,0%,
generic.email@example.com,2023-07-11,13:08,Sales,TEN3I9W9V,S202322108369,Cash,2,Product A,EUR,2.51,2.51,0.0,0%,
generic.email@example.com,2023-07-11,14:25,Sales,TVBFNZWWQ,S202322143890,Card,1,Product B,EUR,5.4,5.4,0.0,0%,
generic.email@example.com,2023-07-11,14:40,Sales,TIFKXQFRQ,S202381060506,Mobile,1,Product C,EUR,8.4,8.4,0.0,0%,
generic.email@example.com,2023-07-11,15:03,Sales,T0XD1460R,S202337340404,Cash,2,Product D,EUR,9.5,9.5,0.0,0%,
generic.email@example.com,2023-07-11,15:42,Sales,TBTDWBHXC,S202330218361,Cash,1,Product B,EUR,8.06,8.06,0.0,0%,
generic.email@example.com,2023-07-11,17:00,Sales,TFJR8D92V,S202363320096,Cash,3,Product B,EUR,6.76,6.76,0.0,0%,
generic.email@example.com,2023-07-11,17:01,Sales,TD71IVIEZ,S202328115843,Card,2,Product C,EUR,1.34,1.34,0.0,0%,
generic.email@example.com,2023-07-11,17:18,Sales,TTBLH54U1,S202388011216,Mobile,1,Product B,EUR,8.06,8.06,0.0,0%,
generic.email@example.com,2023-07-11,17:47,Sales,TMJZ9CUPJ,S202329376553,Cash,1,Product A,EUR,7.0,7.0,0.0,0%,
generic.email@example.com,2023-07-12,11:22,Sales,TCMLEPPR3,S202396051326,Card,1,Product D,EUR,0.72,0.72,0.0,0%,
generic.email@example.com,2023-07-12,12:55,Sales,TWMZEU42N,S202370435278,Cash,2,Product A,EUR,8.98,8.98,0.0,0%,
generic.email@example.com,2023-07-12,13:06,Sales,TVQQPGHIM,S202349255382,Card,2,Product B,EUR,1.0,1.0,0.0,0%,
generic.email@example.com,2023-07-12,13:36,Sales,TJXE1LMK1,S202352038925,Cash,3,Product D,EUR,6.97,6.97,0.0,0%,
generic.email@example.com,2023-07-12,13:48,Sales,TVVAVTT6U,S202312975937,Cash,3,Product B,EUR,5.98,5.98,0.0,0%,
generic.email@example.com,2023-07-12,14:01,Sales,TDML075RR,S202399341458,Mobile,2,Product B,EUR,1.88,1.88,0.0,0%,
generic.email@example.com,2023-07-12,14:02,Sales,TGSXD6YEG,S202398643524,Mobile,1,Product A,EUR,1.26,1.26,0.0,0%,
generic.email@example.com,2023-07-12,14:06,Sales,TF2QN014M,S202309378000,Cash,1,Product C,EUR,9.17,9.17,0.0,0%,
generic.email@example.com,2023-07-12,14:44,Sales,T4MISLVET,S202385518699,Cash,3,Product C,EUR,1.23,1.23,0.0,0%,
generic.email@example.com,2023-07-12,14:46,Sales,T2L9RYWET,S202364145399,Card,2,Product B,EUR,8.88,8.88,0.0,0%,
generic.email@example.com,2023-07-12,14:54,Sales,TON097D1G,S202368409261,Cash,2,Product D,EUR,6.64,6.64,0.0,0%,
generic.email@example.com,2023-07-12,15:10,Sales,T83RY4DRV,S202323712795,Cash,1,Product D,EUR,6.86,6.86,0.0,0%,
generic.email@example.com,2023-07-12,15:50,Sales,TCNBCFKBQ,S202326551126,Cash,3,Product A,EUR,7.96,7.96,0.0,0%,
generic.email@example.com,2023-07-12,15:51,Sales,T9WD6Z691,S202337269025,Card,3,Product B,EUR,3.97,3.97,0.0,0%,
generic.email@example.com,2023-07-12,16:12,Sales,TCCIW2NW6,S202305597362,Card,3,Product A,EUR,8.08,8.08,0.0,0%,
generic.email@example.com,2023-07-12,17:07,Sales,TETTCI0NI,S202330144638,Card,3,Product D,EUR,1.89,1.89,0.0,0%,
generic.email@example.com,2023-07-12,18:00,Sales,TO645D360,S202356692469,Card,1,Product D,EUR,4.32,4.32,0.0,0%,
generic.email@example.com,2023-07-12,18:53,Sales,TF2LQB0YV,S202367794608,Mobile,2,Product B,EUR,4.0,4.0,0.0,0%,
generic.email@example.com,2023-07-12,19:17,Sales,TURA98S9M,S202339058089,Card,2,Product A,EUR,5.27,5.27,0.0,0%,
generic.email@example.com,2023-07-13,11:19,Sales,T6XE8SFTT,S202345778018,Mobile,2,Product C,EUR,7.95,7.95,0.0,0%,
generic.email@example.com,2023-07-13,11:48,Sales,T726IQWQF,S202314808471,Mobile,3,Product C,EUR,7.67,7.67,0.0,0%,
generic.email@example.com,2023-07-13,11:53,Sales,T6KKFFW53,S202386330960,Card,2,Product B,EUR,9.23,9.23,0.0,0%,
generic.email@example.com,2023-07-13,12:33,Sales,TRWMRJRFS,S202365036344,Cash,1,Product A,EUR,5.61,5.61,0.0,0%,
generic.email@example.com,2023-07-13,13:36,Sales,TSBOLXAYQ,S202388706769,Card,2,Product B,EUR,5.83,5.83,0.0,0%,
generic.email@example.com,2023-07-13,15:51,Sales,T0U1ACABQ,S202379015722,Cash,2,Product A,EUR,7.76,7.76,0.0,0%,
generic.email@example.com,2023-07-13,16:07,Sales,TRUFM8R94,S202363184288,Card,2,Product B,EUR,4.75,4.75,0.0,0%,
generic.email@example.com,2023-07-13,16:21,Sales,TW0S4PVD0,S202314643452,Card,3,Product D,EUR,5.03,5.03,0.0,0%,
generic.email@example.com,2023-07-13,17:44,Sales,TW1B9Z7H1,S202375647042,Mobile,3,Product B,EUR,5.06,5.06,0.0,0%,
generic.email@example.com,2023-07-13,17:45,Sales,TF7FFK2AK,S202354166058,Mobile,2,Product B,EUR,5.64,5.64,0.0,0%,
generic.email@example.com,2023-07-13,18:17,Sales,T6FEA33HP,S202353424651,Cash,2,Product D,EUR,4.09,4.09,0.0,0%,
generic.email@example.com,2023-07-13,18:47,Sales,TTIHUXGOY,S202327380350,Card,2,Product B,EUR,1.74,1.74,0.0,0%,
generic.email@example.com,2023-07-14,11:22,Sales,TKCDDSY96,S202343256635,Cash,1,Product A,EUR,7.89,7.89,0.0,0%,
generic.email@example.com,2023-07-14,13:01,Sales,TVDRNYWPJ,S202385979720,Cash,1,Product D,EUR,0.81,0.81,0.0,0%,
generic.email@example.com,2023-07-14,13:36,Sales,TXWGWH8TT,S202380088282,Card,1,Product D,EUR,1.39,1.39,0.0,0%,
generic.email@example.com,2023-07-14,15:30,Sales,T9Q7TNE5R,S202387080157,Cash,2,Product B,EUR,2.46,2.46,0.0,0%,
generic.email@example.com,2023-07-14,15:31,Sales,TXIAPUZVZ,S202372508387,Card,3,Product B,EUR,4.99,4.99,0.0,0%,
generic.email@example.com,2023-07-14,17:41,Sales,T0LWUX553,S202334292015,Mobile,2,Product A,EUR,3.07,3.07,0.0,0%,
generic.email@example.com,2023-07-14,18:25,Sales,T9IAHOF63,S202339203542,Card,3,Product B,EUR,8.39,8.39,0.0,0%,
generic.email@example.com,2023-07-14,18:40,Sales,TWHM36600,S202346512786,Card,2,Product B,EUR,6.35,6.35,0.0,0%,
generic.email@example.com,2023-07-14,19:07,Sales,TX07CLGMX,S202330730404,Cash,3,Product C,EUR,1.89,1.89,0.0,0%,
generic.email@example.com,2023-07-14,19:33,Sales,TNCFZC1PM,S202351476344,Card,2,Product C,EUR,2.73,2.73,0.0,0%,
generic.email@example.com,2023-07-14,19:35,Sales,TGADK1UF4,S202348804885,Card,1,Product D,EUR,5.6,5.6,0.0,0%,
generic.email@example.com,2023-07-15,11:41,Sales,TEA4D5RKU,S202377453374,Mobile,2,Product A,EUR,4.8,4.8,0.0,0%,
generic.email@example.com,2023-07-15,12:25,Sales,TZ2NXHJY9,S202351442940,Cash,1,Product C,EUR,6.42,6.42,0.0,0%,
generic.email@example.com,2023-07-15,12:58,Sales,TTSJRUEQV,S202301064365,Mobile,3,Product A,EUR,4.85,4.85,0.0,0%,
generic.email@example.com,2023-07-15,13:38,Sales,TPW4S6VR3,S202381524929,Cash,1,Product A,EUR,0.91,0.91,0.0,0%,
generic.email@example.com,2023-07-15,13:56,Sales,TO9UTR44X,S202357338171,Mobile,3,Product B,EUR,8.49,8.49,0.0,0%,
generic.email@example.com,2023-07-15,15:45,Sales,T1HNA3S81,S202345318772,Cash,2,Product B,EUR,7.16,7.16,0.0,0%,
generic.email@example.com,2023-07-15,16:00,Sales,T82WQORCM,S202316364836,Card,2,Product B,EUR,3.52,3.52,0.0,0%,
generic.email@example.com,2023-07-15,16:11,Sales,TB39EZD37,S202336934890,Card,1,Product A,EUR,6.27,6.27,0.0,0%,
generic.email@example.com,2023-07-15,16:17,Sales,T98GCLNZT,S202310778370,Card,3,Product D,EUR,6.45,6.45,0.0,0%,
generic.email@example.com,2023-07-15,16:33,Sales,TUUJLE1EN,S202356502877,Cash,2,Product D,EUR,2.68,2.68,0.0,0%,
generic.email@example.com,2023-07-15,17:21,Sales,TJRAS08OJ,S202364070660,Cash,1,Product A,EUR,5.34,5.34,0.0,0%,
generic.email@example.com,2023-07-15,17:22,Sales,T4A217GEC,S202322600900,Card,3,Product B,EUR,1.99,1.99,0.0,0%,
generic.email@example.com,2023-07-15,17:33,Sales,T9OBBTRHX,S202325940571,Card,3,Product B,EUR,3.12,3.12,0.0,0%,
generic.email@example.com,2023-07-15,17:39,Sales,TU2IW0ZVT,S202344642981,Cash,3,Product D,EUR,8.8,8.8,0.0,0%,
generic.email@example.com,2023-07-15,17:44,Sales,T3C0JYW6W,S202394565180,Card,3,Product A,EUR,9.2,9.2,0.0,0%,
generic.email@example.com,2023-07-15,18:24,Sales,TQ9C80QKX,S202343466008,Cash,3,Product A,EUR,7.61,7.61,0.0,0%,
generic.email@example.com,2023-07-15,18:47,Sales,TRFJUPJIP,S202352546026,Cash,3,Product B,EUR,8.79,8.79,0.0,0%,
generic.email@example.com,2023-07-15,18:48,Sales,TLSC83OMF,S202372905548,Card,3,Product D,EUR,9.85,9.85,0.0,0%,
generic.email@example.com,2023-07-15,19:38,Sales,THD3F9A28,S202373457626,Cash,2,Product B,EUR,5.2,5.2,0.0,0%,
generic.email@example.com,2023-07-15,19:45,Sales,TKG5TOHUB,S202342797170,Mobile,2,Product C,EUR,5.94,5.94,0.0,0%,
generic.email@example.com,2023-07-15,19:56,Sales,TCKJA5RL2,S202377297565,Card,1,Product B,EUR,5.73,5.73,0.0,0%,
generic.email@example.com,2023-07-16,11:43,Sales,TLLY6X3ZF,S202311840304,Card,2,Product B,EUR,4.14,4.14,0.0,0%,
generic.email@example.com,2023-07-16,11:48,Sales,T945BADRN,S202310478018,Card,2,Product D,EUR,3.91,3.91,0.0,0%,
generic.email@example.com,2023-07-16,12:12,Sales,TD1WDAJP8,S202356045310,Mobile,1,Product B,EUR,2.62,2.62,0.0,0%,
generic.email@example.com,2023-07-16,12:13,Sales,TP7ERM7BN,S202318578089,Cash,1,Product B,EUR,9.41,9.41,0.0,0%,
generic.email@example.com,2023-07-16,12:38,Sales,T251GPHNJ,S202394979037,Card,2,Product D,EUR,5.87,5.87,0.0,0%,
generic.email@example.com,2023-07-16,12:53,Sales,TB3EZM4V2,S202372236520,Cash,3,Product C,EUR,9.22,9.22,0.0,0%,
generic.email@example.com,2023-07-16,14:13,Sales,TGS1G5T5J,S202388903972,Mobile,1,Product D,EUR,4.36,4.36,0.0,0%,
generic.email@example.com,2023-07-16,15:17,Sales,TYJTKBHND,S202314384908,Card,2,Product C,EUR,7.42,7.42,0.0,0%,
generic.email@example.com,2023-07-16,15:20,Sales,T29K5EW1D,S202387761761,Mobile,1,Product C,EUR,1.14,1.14,0.0,0%,
generic.email@example.com,2023-07-16,16:25,Sales,T4PEPB04N,S202317925209,Mobile,3,Product D,EUR,2.7,2.7,0.0,0%,
generic.email@example.com,2023-07-16,17:07,Sales,TR2PW7GS0,S202348545944,Mobile,3,Product C,EUR,9.66,9.66,0.0,0%,
generic.email@example.com,2023-07-16,19:11,Sales,TBPQ3V1RY,S202335008034,Cash,1,Product D,EUR,3.64,3.64,0.0,0%,
generic.email@example.com,2023-07-16,19:40,Sales,TKJSFHG6B,S202399949612,Cash,3,Product A,EUR,9.0,9.0,0.0,0%,
generic.email@example.com,2023-07-17,11:54,Sales,T8RDQJDWV,S202376541791,Card,2,Product B,EUR,9.8,9.8,0.0,0%,
generic.email@example.com,2023-07-17,13:00,Sales,TS42LQDBU,S202387450405,Mobile,2,Product C,EUR,5.29,5.29,0.0,0%,
generic.email@example.com,2023-07-17,13:08,Sales,T03KCROOW,S202393543630,Cash,1,Product A,EUR,7.08,7.08,0.0,0%,
generic.email@example.com,2023-07-17,13:57,Sales,TVAKF50BI,S202381343818,Mobile,1,Product D,EUR,5.24,5.24,0.0,0%,
generic.email@example.com,2023-07-17,15:19,Sales,TAGJOD8K8,S202337710308,Mobile,2,Product D,EUR,0.5,0.5,0.0,0%,
generic.email@example.com,2023-07-17,16:07,Sales,T3GB07S1F,S202369558012,Mobile,1,Product A,EUR,5.64,5.64,0.0,0%,
generic.email@example.com,2023-07-17,16:13,Sales,TDKOQWW3W,S202392815652,Mobile,2,Product D,EUR,7.24,7.24,0.0,0%,
generic.email@example.com,2023-07-17,16:46,Sales,TVM7GECXQ,S202377016002,Card,2,Product A,EUR,5.39,5.39,0.0,0%,
generic.email@example.com,2023-07-17,17:00,Sales,T9GH0A5CE,S202351999511,Card,3,Product A,EUR,5.39,5.39,0.0,0%,
generic.email@example.com,2023-07-17,17:15,Sales,TV4BW7KRH,S202311514920,Card,1,Product B,EUR,5.62,5.62,0.0,0%,
generic.email@example.com,2023-07-17,18:42,Sales,TP4SF9AET,S202305335521,Cash,3,Product B,EUR,6.79,6.79,0.0,0%,
generic.email@example.com,2023-07-18,11:19,Sales,TB6T3HUJ2,S202304651533,Cash,1,Product B,EUR,3.6,3.6,0.0,0%,
generic.email@example.com,2023-07-18,11:44,Sales,TQBFPW9ZI,S202390430667,Card,3,Product C,EUR,8.36,8.36,0.0,0%,
generic.email@example.com,2023-07-18,12:01,Sales,T2VMFZB9L,S202315057315,Mobile,3,Product B,EUR,8.05,8.05,0.0,0%,
generic.email@example.com,2023-07-18,12:23,Sales,TS8FSD04U,S202302929988,Mobile,2,Product A,EUR,2.91,2.91,0.0,0%,
generic.email@example.com,2023-07-18,12:53,Sales,T330CH6ZS,S202372078850,Cash,1,Product A,EUR,8.77,8.77,0.0,0%,
generic.email@example.com,2023-07-18,13:06,Sales,TKLU5G5TG,S202325157683,Cash,1,Product D,EUR,5.93,5.93,0.0,0%,
generic.email@example.com,2023-07-18,13:44,Sales,TAZC4ZUKY,S202314593330,Cash,2,Product B,EUR,3.29,3.29,0.0,0%,
generic.email@example.com,2023-07-18,14:03,Sales,T30K603F0,S202314082696,Cash,2,Product B,EUR,8.06,8.06,0.0,0%,
generic.email@example.com,2023-07-18,17:52,Sales,TO9RPFJ4G,S202345052106,Cash,1,Product B,EUR,6.25,6.25,0.0,0%,
generic.email@example.com,2023-07-18,18:49,Sales,TOFQRWNY4,S202324576301,Card,3,Product C,EUR,1.38,1.38,0.0,0%,
generic.email@example.com,2023-07-18,19:24,Sales,TTIOO4XO4,S202326075781,Card,1,Product A,EUR,7.64,7.64,0.0,0%,
generic.email@example.com,2023-07-19,11:39,Sales,TDVCYWCCQ,S202375040293,Cash,2,Product A,EUR,8.65,8.65,0.0,0%,
generic.email@example.com,2023-07-19,11:46,Sales,TUWERF0SD,S202331824618,Card,3,Product C,EUR,7.29,7.29,0.0,0%,
generic.email@example.com,2023-07-19,11:48,Sales,TQTJTDEW7,S202352086044,Card,3,Product C,EUR,5.15,5.15,0.0,0%,
generic.email@example.com,2023-07-19,12:04,Sales,TDSMG2IQG,S202343379552,Mobile,2,Product D,EUR,7.2,7.2,0.0,0%,
generic.email@example.com,2023-07-19,13:56,Sales,T9FOFFASP,S202320258108,Card,3,Product D,EUR,9.49,9.49,0.0,0%,
generic.email@example.com,2023-07-19,13:58,Sales,TZEH9ANN6,S202308997015,Card,1,Product D,EUR,8.19,8.19,0.0,0%,
generic.email@example.com,2023-07-19,14:43,Sales,TA46F6BL8,S202347276932,Cash,1,Product C,EUR,6.35,6.35,0.0,0%,
generic.email@example.com,2023-07-19,15:08,Sales,TIAGN17QV,S202383847684,Cash,3,Product B,EUR,0.57,0.57,0.0,0%,
generic.email@example.com,2023-07-19,15:23,Sales,TFCEH5P0L,S202381126125,Card,3,Product B,EUR,4.77,4.77,0.0,0%,
generic.email@example.com,2023-07-19,15:36,Sales,TR7JWT9F3,S202352300758,Mobile,1,Product C,EUR,8.11,8.11,0.0,0%,
generic.email@example.com,2023-07-19,16:02,Sales,T7WQ7162E,S202382129759,Cash,2,Product C,EUR,7.14,7.14,0.0,0%,
generic.email@example.com,2023-07-19,16:45,Sales,T7U21J60E,S202335234679,Card,1,Product A,EUR,5.83,5.83,0.0,0%,
generic.email@example.com,2023-07-19,17:04,Sales,TYJA0ZLTT,S202316324289,Mobile,3,Product D,EUR,2.7,2.7,0.0,0%,
generic.email@example.com,2023-07-19,17:46,Sales,T30OH30ZM,S202305512266,Mobile,3,Product B,EUR,0.64,0.64,0.0,0%,
generic.email@example.com,2023-07-19,18:47,Sales,TUCVIM01I,S202352452028,Mobile,2,Product D,EUR,2.76,2.76,0.0,0%,
generic.email@example.com,2023-07-19,19:23,Sales,TL9ZSU66B,S202301327974,Card,3,Product D,EUR,5.26,5.26,0.0,0%,
generic.email@example.com,2023-07-20,11:34,Sales,TQOB8APGF,S202399500468,Card,3,Product D,EUR,5.94,5.94,0.0,0%,
generic.email@example.com,2023-07-20,13:27,Sales,TTVEYKSXO,S202356013748,Mobile,3,Product A,EUR,1.12,1.12,0.0,0%,
generic.email@example.com,2023-07-20,15:14,Sales,T42VFT8EE,S202363518085,Cash,1,Product B,EUR,1.46,1.46,0.0,0%,
generic.email@example.com,2023-07-20,15:57,Sales,TADE5ST0L,S202381490816,Cash,3,Product B,EUR,8.71,8.71,0.0,0%,
generic.email@example.com,2023-07-20,16:29,Sales,T8FSCZCCR,S202339498207,Card,2,Product A,EUR,2.58,2.58,0.0,0%,
generic.email@example.com,2023-07-20,16:44,Sales,T5V8IR9Q2,S202325511516,Card,2,Product D,EUR,1.18,1.18,0.0,0%,
generic.email@example.com,2023-07-20,17:06,Sales,TAV4E8WH0,S202321604237,Mobile,3,Product A,EUR,0.9,0.9,0.0,0%,
generic.email@example.com,2023-07-20,17:30,Sales,TKDQ3HWBU,S202311635958,Card,3,Product B,EUR,2.43,2.43,0.0,0%,
generic.email@example.com,2023-07-20,18:08,Sales,THPHE17VV,S202308374726,Card,3,Product A,EUR,2.28,2.28,0.0,0%,
generic.email@example.com,2023-07-20,18:24,Sales,TJOL5X22W,S202386965949,Card,1,Product A,EUR,1.56,1.56,0.0,0%,
generic.email@example.com,2023-07-20,18:34,Sales,T384X71R3,S202390112729,Card,3,Product C,EUR,3.27,3.27,0.0,0%,
generic.email@example.com,2023-07-20,18:54,Sales,TNLZ85NUX,S202305973675,Mobile,2,Product A,EUR,2.19,2.19,0.0,0%,
generic.email@example.com,2023-07-20,19:30,Sales,T2IC2DYUB,S202353142812,Card,2,Product B,EUR,5.9,5.9,0.0,0%,
