Account,Date,Time,Type,Transaction ID,Receipt Number,Payment Method,Quantity,Description,Currency,Price (Gross),Price (Net),Tax,Tax rate,Transaction refunded
generic.email@example.com,2022-06-11,15:25,Sales,TV53LYS4V,S202332413924,Mobile,3,Product C,EUR,0.64,0.64,0.0,0%,
generic.email@example.com,2022-06-11,16:10,Sales,TRL60LA9A,S202396122858,Card,3,Product A,EUR,1.83,1.83,0.0,0%,
generic.email@example.com,2022-06-11,18:14,Sales,TT4VBWSVR,S202389014067,Cash,2,Product B,EUR,5.55,5.55,0.0,0%,
generic.email@example.com,2022-06-11,19:24,Sales,T9GF6KO35,S202330913678,Mobile,1,Product B,EUR,0.76,0.76,0.0,0%,
generic.email@example.com,2022-06-12,12:42,Sales,TR9ELRDXA,S202364983624,Mobile,3,Product D,EUR,6.61,6.61,0.0,0%,
generic.email@example.com,2022-06-12,13:08,Sales,TNNTVRQUQ,S202398095200,Card,1,Product A,EUR,7.42,7.42,0.0,0%,
generic.email@example.com,2022-06-12,13:19,Sales,T04GWKQJS,S202335093867,Card,2,Product D,EUR,7.88,7.88,0.0,0%,
generic.email@example.com,2022-06-12,14:48,Sales,T70QK9QZI,S202314264370,Mobile,3,Product A,EUR,6.97,6.97,0.0,0%,
generic.email@example.com,2022-06-12,15:31,Sales,TDV1HTOYT,S202390579209,Card,1,Product A,EUR,2.82,2.82,0.0,0%,
generic.email@example.com,2022-06-12,18:02,Sales,TOKXM57YQ,S202309772672,Mobile,1,Product C,EUR,9.19,9.19,0.0,0%,
generic.email@example.com,2022-06-12,19:15,Sales,TOE6NMOMY,S202326668683,Mobile,2,Product D,EUR,9.65,9.65,0.0,0%,
generic.email@example.com,2022-06-13,12:27,Sales,T2W7PQ3OF,S202397132009,Card,3,Product B,EUR,2.15,2.15,0.0,0%,
generic.email@example.com,2022-06-13,12:39,Sales,TGTJMH60X,S202350051602,Cash,3,Product B,EUR,9.74,9.74,0.0,0%,
generic.email@example.com,2022-06-13,15:10,Sales,TM3DMX9C8,S202307871887,Cash,3,Product D,EUR,8.02,8.02,0.0,0%,
generic.email@example.com,2022-06-13,15:12,Sales,TQAWR3NOX,S202365225024,Mobile,1,Product A,EUR,9.91,9.91,0.0,0%,
generic.email@example.com,2022-06-13,15:57,Sales,T339LN97T,S202393687031,Mobile,2,Product D,EUR,2.89,2.89,0.0,0%,
generic.email@example.com,2022-06-13,16:47,Sales,TGDUCQUCZ,S202394088878,Card,2,Product A,EUR,1.66,1.66,0.0,0%,
generic.email@example.com,2022-06-13,19:24,Sales,TOTCUO5DL,S202375290934,Card,1,Product B,EUR,1.6,1.6,0.0,0%,
generic.email@example.com,2022-06-13,19:38,Sales,T7M3UOUA6,S202382217213,Mobile,3,Product A,EUR,4.99,4.99,0.0,0%,
generic.email@example.com,2022-06-14,11:46,Sales,T0EDV2RHP,S202360405039,Cash,1,Product C,EUR,1.33,1.33,0.0,0%,
generic.email@example.com,2022-06-14,12:24,Sales,TI7CC6GOJ,S202301692979,Mobile,1,Product A,EUR,5.0,5.0,0.0,0%,
generic.email@example.com,2022-06-14,12:31,Sales,TC4OX012R,S202332974411,Mobile,2,Product D,EUR,3.84,3.84,0.0,0%,
generic.email@example.com,2022-06-14,13:52,Sales,TQH0JE1OX,S202339841531,Mobile,3,Product D,EUR,6.67,6.67,0.0,0%,
generic.email@example.com,2022-06-14,14:04,Sales,TACVXH63B,S202332216880,Cash,3,Product B,EUR,8.56,8.56,0.0,0%,
generic.email@example.com,2022-06-14,15:19,Sales,TV392G96O,S202348503243,Card,3,Product C,EUR,6.59,6.59,0.0,0%,
generic.email@example.com,2022-06-14,16:31,Sales,TT9P32YEV,S202339775288,Cash,2,Product A,EUR,8.15,8.15,0.0,0%,
generic.email@example.com,2022-06-14,16:49,Sales,TK64S7RTJ,S202300682657,Mobile,3,Product D,EUR,9.25,9.25,0.0,0%,
generic.email@example.com,2022-06-14,18:13,Sales,T6QHX993U,S202323871027,Cash,3,Product A,EUR,7.71,7.71,0.0,0%,
generic.email@example.com,2022-06-14,19:13,Sales,TPZCLPQA8,S202352563364,Cash,1,Product A,EUR,5.33,5.33,0.0,0%,
generic.email@example.com,2022-06-15,11:32,Sales,TGRHULMCJ,S202346913462,Card,1,Product D,EUR,2.55,2.55,0.0,0%,
generic.email@example.com,2022-06-15,11:45,Sales,TFQ4Y42CQ,S202395199605,Cash,2,Product D,EUR,8.23,8.23,0.0,0%,
generic.email@example.com,2022-06-15,14:26,Sales,TZEUKGO0W,S202343057392,Card,1,Product A,EUR,4.68,4.68,0.0,0%,
generic.email@example.com,2022-06-15,14:39,Sales,T1D9G57RX,S202369425398,Card,3,Product B,EUR,5.52,5.52,0.0,0%,
generic.email@example.com,2022-06-15,14:43,Sales,T1JAV6YB9,S202307405357,Card,3,Product B,EUR,2.37,2.37,0.0,0%,
generic.email@example.com,2022-06-15,16:10,Sales,TQLEROPOT,S202365711240,Mobile,3,Product A,EUR,9.92,9.92,0.0,0%,
generic.email@example.com,2022-06-15,16:24,Sales,T3MN5B1ON,S202336092467,Mobile,3,Product A,EUR,5.53,5.53,0.0,0%,
generic.email@example.com,2022-06-15,16:43,Sales,TMAXZNL81,S202317259253,Mobile,3,Product C,EUR,9.37,9.37,0.0,0%,
generic.email@example.com,2022-06-15,17:20,Sales,TIQMWOSR1,S202362967699,Card,1,Product B,EUR,7.82,7.82,0.0,0%,
generic.email@example.com,2022-06-16,12:34,Sales,T8LBGAD2T,S202302980050,Mobile,1,Product A,EUR,4.89,4.89,0.0,0%,
generic.email@example.com,2022-06-16,12:50,Sales,TTZB95TUK,S202379108820,Cash,2,Product D,EUR,7.47,7.47,0.0,0%,
generic.email@example.com,2022-06-16,13:27,Sales,TC8VNWWUE,S202361115437,Cash,1,Product D,EUR,9.84,9.84,0.0,0%,
generic.email@example.com,2022-06-16,13:44,Sales,TCVSD3FPX,S202316949386,Cash,1,Product B,EUR,2.93,2.93,0.0,0%,
generic.email@example.com,2022-06-16,13:54,Sales,T7WB840X0,S202327093645,Cash,2,Product A,EUR,1.81,1.81,0.0,0%,
generic.email@example.com,2022-06-16,14:07,Sales,TYTB81JOA,S202387043875,Mobile,2,Product B,EUR,6.02,6.02,0.0,0%,
generic.email@example.com,2022-06-16,14:31,Sales,TJL3DBQN1,S202346895945,Mobile,3,Product B,EUR,9.42,9.42,0.0,0%,
generic.email@example.com,2022-06-16,14:34,Sales,TAY9DQCO8,S202321557341,Card,2,Product A,EUR,9.21,9.21,0.0,0%,
generic.email@example.com,2022-06-16,15:19,Sales,TKKIFINW1,S202358068117,Card,3,Product C,EUR,2.43,2.43,0.0,0%,
generic.email@example.com,2022-06-16,15:54,Sales,T4HJSC6R7,S202385986873,Card,1,Product D,EUR,6.07,6.07,0.0,0%,
generic.email@example.com,2022-06-16,16:03,Sales,TZEU3S2FK,S202325929308,Mobile,2,Product D,EUR,5.54,5.54,0.0,0%,
generic.email@example.com,2022-06-16,18:33,Sales,T9EWI1P9J,S202396358750,Mobile,2,Product B,EUR,3.57,3.57,0.0,0%,
generic.email@example.com,2022-06-16,19:25,Sales,TQZAYPGCE,S202346510121,Mobile,2,Product C,EUR,1.67,1.67,0.0,0%,
generic.email@example.com,2022-06-17,12:21,Sales,TSPDW4ZZY,S202315971579,Mobile,2,Product D,EUR,6.89,6.89,0.0,0%,
generic.email@example.com,2022-06-17,12:30,Sales,TSTD7BCG8,S202312800963,Cash,3,Product D,EUR,1.92,1.92,0.0,0%,
generic.email@example.com,2022-06-17,13:54,Sales,TCB3LPLYS,S202312232932,Card,2,Product D,EUR,3.13,3.13,0.0,0%,
generic.email@example.com,2022-06-17,16:51,Sales,TV5NE2W62,S202390853754,Mobile,1,Product A,EUR,4.28,4.28,0.0,0%,
generic.email@example.com,2022-06-17,17:39,Sales,TRCR05LM6,S202378443210,Mobile,2,Product C,EUR,8.6,8.6,0.0,0%,
generic.email@example.com,2022-06-17,18:18,Sales,T3V390YPV,S202328002408,Mobile,2,Product C,EUR,2.84,2.84,0.0,0%,
generic.email@example.com,2022-06-17,18:54,Sales,T170LEBOH,S202327719447,Mobile,2,Product A,EUR,4.46,4.46,0.0,0%,
generic.email@example.com,2022-06-18,11:31,Sales,TJTMSJ9GG,S202372098251,Mobile,3,Product A,EUR,1.94,1.94,0.0,0%,
generic.email@example.com,2022-06-18,13:32,Sales,TA5I9HUPA,S202301530526,Card,2,Product C,EUR,7.77,7.77,0.0,0%,
generic.email@example.com,2022-06-18,15:02,Sales,TY71ZLXX1,S202332545315,Card,1,Product C,EUR,2.37,2.37,0.0,0%,
generic.email@example.com,2022-06-18,17:27,Sales,THZYOSMCY,S202343451683,Cash,2,Product D,EUR,0.54,0.54,0.0,0%,
generic.email@example.com,2022-06-18,18:26,Sales,TLE5OLLLB,S202396161578,Cash,3,Product C,EUR,1.73,1.73,0.0,0%,
generic.email@example.com,2022-06-18,19:40,Sales,TP7KRPU73,S202311087052,Cash,1,Product B,EUR,3.3,3.3,0.0,0%,
generic.email@example.com,2022-06-18,19:40,Sales,TXWON244H,S202315224012,Mobile,3,Product A,EUR,9.44,9.44,0.0,0%,
generic.email@example.com,2022-06-18,19:42,Sales,THTWIZAX6,S202369658478,Card,1,Product A,EUR,9.61,9.61,0.0,0%,
generic.email@example.com,2022-06-18,19:43,Sales,TMZOHH3RC,S202368695429,Cash,2,Product C,EUR,4.4,4.4,0.0,0%,
generic.email@example.com,2022-06-19,11:28,Sales,TKUI1CC8G,S202376518424,Cash,3,Product C,EUR,4.76,4.76,0.0,0%,
generic.email@example.com,2022-06-19,11:33,Sales,T01XDNUGX,S202306599041,Cash,3,Product D,EUR,4.09,4.09,0.0,0%,
generic.email@example.com,2022-06-19,13:05,Sales,TQII4RBBL,S202372050115,Cash,3,Product C,EUR,6.25,6.25,0.0,0%,
generic.email@example.com,2022-06-19,16:23,Sales,TR51W7U6R,S202351197007,Cash,1,Product B,EUR,6.63,6.63,0.0,0%,
generic.email@example.com,2022-06-19,16:41,Sales,T77BN8W3C,S202388386031,Mobile,3,Product B,EUR,9.42,9.42,0.0,0%,
generic.email@example.com,2022-06-19,19:06,Sales,T3JCEO9SQ,S202378713326,Cash,2,Product D,EUR,5.39,5.39,0.0,0%,
generic.email@example.com,2022-06-20,14:01,Sales,TZT5NC00S,S202346270283,Mobile,2,Product A,EUR,5.08,5.08,0.0,0%,
generic.email@example.com,2022-06-20,14:13,Sales,TTHP7QFPK,S202379348443,Card,1,Product A,EUR,8.39,8.39,0.0,0%,
generic.email@example.com,2022-06-20,16:13,Sales,TTCBZSY6G,S202355074785,Mobile,1,Product B,EUR,1.55,1.55,0.0,0%,
generic.email@example.com,2022-06-20,16:30,Sales,TK5DV2GXV,S202333059141,Mobile,2,Product C,EUR,2.89,2.89,0.0,0%,
generic.email@example.com,2022-06-20,17:23,Sales,TIZNCXJX0,S202307527588,Card,2,Product A,EUR,2.74,2.74,0.0,0%,
generic.email@example.com,2022-06-20,18:11,Sales,T52M2H2T8,S202356966419,Cash,3,Product A,EUR,3.77,3.77,0.0,0%,
generic.email@example.com,2022-06-20,19:27,Sales,TS19S39F1,S202346162095,Mobile,2,Product A,EUR,5.09,5.09,0.0,0%,
generic.email@example.com,2022-06-21,11:04,Sales,TRF8UUM57,S202322615599,Mobile,2,Product C,EUR,1.88,1.88,0.0,0%,
generic.email@example.com,2022-06-21,11:26,Sales,TERVWHYPM,S202397854028,Cash,2,Product B,EUR,7.96,7.96,0.0,0%,
generic.email@example.com,2022-06-21,12:24,Sales,TOPAW5W0B,S202344144072,Cash,2,Product C,EUR,2.18,2.18,0.0,0%,
generic.email@example.com,2022-06-21,13:31,Sales,TEQP699D3,S202325805954,Card,3,Product D,EUR,3.28,3.28,0.0,0%,
generic.email@example.com,2022-06-21,13:35,Sales,TYRLF23QG,S202370214901,Cash,1,Product C,EUR,9.11,9.11,0.0,0%,
generic.email@example.com,2022-06-21,16:24,Sales,TX9I1Q6DW,S202325438616,Card,2,Product B,EUR,0.6,0.6,0.0,0%,
generic.email@example.com,2022-06-21,17:10,Sales,TJKX4C0CT,S202385947944,Cash,2,Product C,EUR,1.54,1.54,0.0,0%,
generic.email@example.com,2022-06-21,17:16,Sales,TNI5G1X5A,S202375467790,Mobile,1,Product C,EUR,5.07,5.07,0.0,0%,
generic.email@example.com,2022-06-21,19:11,Sales,TN09WGSPD,S202306007526,Cash,3,Product B,EUR,2.67,2.67,0.0,0%,
generic.email@example.com,2022-06-22,13:02,Sales,T6RCQAX55,S202376033914,Card,3,Product A,EUR,4.52,4.52,0.0,0%,
generic.email@example.com,2022-06-22,13:14,Sales,THB6PT7PK,S202397697788,Cash,3,Product B,EUR,8.07,8.07,0.0,0%,
generic.email@example.com,2022-06-22,13:59,Sales,T8416UOH3,S202343781764,Card,2,Product D,EUR,1.06,1.06,0.0,0%,
generic.email@example.com,2022-06-22,14:12,Sales,T6IZJGZ1C,S202324620917,Mobile,3,Product C,EUR,1.53,1.53,0.0,0%,
generic.email@example.com,2022-06-22,14:51,Sales,T3UD4KSAP,S202391444099,Mobile,3,Product B,EUR,2.27,2.27,0.0,0%,
generic.email@example.com,2022-06-22,14:55,Sales,TCVRE8H24,S202355575754,Card,3,Product B,EUR,3.78,3.78,0.0,0%,
generic.email@example.com,2022-06-22,15:37,Sales,TBZX2GG6M,S202394168137,Cash,2,Product A,EUR,3.05,3.05,0.0,0%,
generic.email@example.com,2022-06-22,16:36,Sales,TFIDOOR9V,S202387157934,Mobile,2,Product A,EUR,8.98,8.98,0.0,0%,
generic.email@example.com,2022-06-22,17:58,Sales,TCTOO6DAZ,S202304461017,Card,1,Product A,EUR,7.67,7.67,0.0,0%,
generic.email@example.com,2022-06-22,18:46,Sales,TKIKTWDU1,S202327600371,Mobile,3,Product C,EUR,9.52,9.52,0.0,0%,
generic.email@example.com,2022-06-23,12:18,Sales,TSEBLHTYW,S202308053909,Mobile,1,Product C,EUR,0.53,0.53,0.0,0%,
generic.email@example.com,2022-06-23,13:50,Sales,TMWUJY5RF,S202325757628,Mobile,3,Product B,EUR,0.62,0.62,0.0,0%,
generic.email@example.com,2022-06-23,14:13,Sales,TQJQ7XT6V,S202385377593,Mobile,1,Product B,EUR,2.09,2.09,0.0,0%,
generic.email@example.com,2022-06-23,16:40,Sales,TSLDFSWWA,S202393400091,Cash,1,Product A,EUR,7.02,7.02,0.0,0%,
generic.email@example.com,2022-06-23,17:18,Sales,T27MGNRLQ,S202334278986,Cash,1,Product C,EUR,3.57,3.57,0.0,0%,
generic.email@example.com,2022-06-23,18:50,Sales,TMIBBSMUZ,S202386713315,Card,2,Product C,EUR,7.39,7.39,0.0,0%,
generic.email@example.com,2022-06-23,19:24,Sales,THLNMOMDI,S202328392671,Card,2,Product A,EUR,5.45,5.45,0.0,0%,
generic.email@example.com,2022-06-23,19:43,Sales,TVAW8GN5H,S202360473337,Card,1,Product D,EUR,2.59,2.59,0.0,0%,
generic.email@example.com,2022-06-24,12:57,Sales,TG001D54Q,S202372969740,Cash,2,Product B,EUR,7.5,7.5,0.0,0%,
generic.email@example.com,2022-06-24,13:28,Sales,TI7ELUJZR,S202384684479,Mobile,2,Product A,EUR,3.5,3.5,0.0,0%,
generic.email@example.com,2022-06-24,13:52,Sales,TZ6GVNBCI,S202303945133,Cash,2,Product D,EUR,7.98,7.98,0.0,0%,
generic.email@example.com,2022-06-24,15:02,Sales,TOX3S5AYO,S202339325372,Cash,2,Product B,EUR,9.91,9.91,0.0,0%,
generic.email@example.com,2022-06-24,16:34,Sales,TXUJFAMLU,S202303553917,Cash,1,Product B,EUR,2.3,2.3,0.0,0%,
generic.email@example.com,2022-06-24,17:06,Sales,TYU5799TH,S202348981399,Mobile,1,Product D,EUR,1.93,1.93,0.0,0%,
generic.email@example.com,2022-06-25,11:34,Sales,TDG5QO7XD,S202328590543,Mobile,1,Product C,EUR,6.65,6.65,0.0,0%,
generic.email@example.com,2022-06-25,12:09,Sales,TA5O7WM9P,S202318679459,Card,1,Product D,EUR,3.61,3.61,0.0,0%,
generic.email@example.com,2022-06-25,12:26,Sales,T7XB2AD1Y,S202375291043,Card,3,Product C,EUR,7.63,7.63,0.0,0%,
generic.email@example.com,2022-06-25,13:09,Sales,TX1ZV5ZBH,S202335147893,Mobile,3,Product D,EUR,1.43,1.43,0.0,0%,
generic.email@example.com,2022-06-25,13:49,Sales,TI27OBRTD,S202349440427,Mobile,3,Product B,EUR,4.07,4.07,0.0,0%,
generic.email@example.com,2022-06-25,13:50,Sales,TGLV41GQ1,S202330204014,Card,2,Product C,EUR,4.71,4.71,0.0,0%,
generic.email@example.com,2022-06-25,13:52,Sales,T7AP2KKBP,S202395713849,Mobile,3,Product B,EUR,0.85,0.85,0.0,0%,
generic.email@example.com,2022-06-25,16:20,Sales,T6885C90H,S202382329408,Mobile,2,Product D,EUR,9.12,9.12,0.0,0%,
generic.email@example.com,2022-06-25,17:57,Sales,TET7USFNH,S202352030472,Mobile,1,Product B,EUR,1.27,1.27,0.0,0%,
generic.email@example.com,2022-06-25,18:09,Sales,T5OQOPIHZ,S202324863519,Mobile,3,Product B,EUR,4.45,4.45,0.0,0%,
generic.email@example.com,2022-06-25,19:46,Sales,TN2M2P0I2,S202305304530,Mobile,2,Product D,EUR,9.68,9.68,0.0,0%,
generic.email@example.com,2022-06-25,19:50,Sales,THR3ZQAJ6,S202304311257,Mobile,1,Product D,EUR,7.92,7.92,0.0,0%,
generic.email@example.com,2022-06-26,11:26,Sales,T6QZDY8L9,S202351418382,Card,2,Product C,EUR,6.16,6.16,0.0,0%,
generic.email@example.com,2022-06-26,13:44,Sales,TX70UTFG6,S202388227325,Card,1,Product D,EUR,9.83,9.83,0.0,0%,
generic.email@example.com,2022-06-26,13:47,Sales,TQ0OEKOV3,S202343813768,Card,1,Product C,EUR,3.86,3.86,0.0,0%,
generic.email@example.com,2022-06-26,14:29,Sales,TWDBKA1GO,S202389664308,Card,1,Product D,EUR,3.74,3.74,0.0,0%,
generic.email@example.com,2022-06-26,16:05,Sales,T3B7B120W,S202308144477,Card,1,Product D,EUR,5.39,5.39,0.0,0%,
generic.email@example.com,2022-06-26,16:55,Sales,T1WQYTGBU,S202371106011,Card,1,Product A,EUR,1.45,1.45,0.0,0%,
generic.email@example.com,2022-06-26,18:08,Sales,TTMGRS4YW,S202368147535,Mobile,3,Product C,EUR,8.88,8.88,0.0,0%,
generic.email@example.com,2022-06-26,18:48,Sales,T7WEDKH29,S202327194945,Cash,2,Product D,EUR,4.06,4.06,0.0,0%,
generic.email@example.com,2022-06-27,12:27,Sales,TIDNARHAQ,S202341355463,Card,1,Product D,EUR,6.76,6.76,0.0,0%,
generic.email@example.com,2022-06-27,12:59,Sales,TOLV09MEC,S202322040803,Mobile,1,Product D,EUR,1.46,1.46,0.0,0%,
generic.email@example.com,2022-06-27,14:01,Sales,TS01TSQAH,S202356871105,Cash,1,Product D,EUR,9.39,9.39,0.0,0%,
generic.email@example.com,2022-06-27,14:39,Sales,TR9I83MMQ,S202360161649,Card,3,Product D,EUR,6.22,6.22,0.0,0%,
generic.email@example.com,2022-06-27,15:08,Sales,T58VCGJ1R,S202312741894,Cash,1,Product B,EUR,3.94,3.94,0.0,0%,
generic.email@example.com,2022-06-27,15:51,Sales,TXA4NQIB5,S202323331269,Cash,1,Product C,EUR,8.29,8.29,0.0,0%,
generic.email@example.com,2022-06-27,16:02,Sales,T468CN2GY,S202341274531,Mobile,1,Product B,EUR,8.37,8.37,0.0,0%,
generic.email@example.com,2022-06-27,16:11,Sales,TYV10KABC,S202393358763,Card,1,Product B,EUR,1.77,1.77,0.0,0%,
generic.email@example.com,2022-06-27,17:17,Sales,TDIBFUQR6,S202397091073,Cash,3,Product C,EUR,7.04,7.04,0.0,0%,
generic.email@example.com,2022-06-27,18:31,Sales,TCCXE8UL4,S202391097477,Card,1,Product A,EUR,0.51,0.51,0.0,0%,
generic.email@example.com,2022-06-28,13:16,Sales,T7PJE2LAP,S202360283734,Cash,2,Product B,EUR,0.86,0.86,0.0,0%,
generic.email@example.com,2022-06-28,13:22,Sales,TKCUWOIOS,S202396191571,Mobile,2,Product B,EUR,1.38,1.38,0.0,0%,
generic.email@example.com,2022-06-28,14:19,Sales,TDY0G8HN1,S202342731397,Mobile,3,Product C,EUR,8.84,8.84,0.0,0%,
generic.email@example.com,2022-06-28,14:24,Sales,TD1YFYLLJ,S202364062266,Cash,3,Product B,EUR,6.08,6.08,0.0,0%,
generic.email@example.com,2022-06-28,17:10,Sales,TYXJ8YI4J,S202302073848,Cash,1,Product C,EUR,8.98,8.98,0.0,0%,
generic.email@example.com,2022-06-28,17:52,Sales,TU0EMIO4E,S202335231131,Mobile,2,Product B,EUR,3.42,3.42,0.0,0%,
generic.email@example.com,2022-06-28,18:13,Sales,TMQYZJAZE,S202348974330,Cash,1,Product A,EUR,1.79,1.79,0.0,0%,
generic.email@example.com,2022-06-28,18:16,Sales,T21Y5UUOO,S202325256659,Mobile,2,Product A,EUR,2.41,2.41,0.0,0%,
generic.email@example.com,2022-06-28,18:30,Sales,TVC5CE7DN,S202330198918,Mobile,3,Product C,EUR,9.13,9.13,0.0,0%,
generic.email@example.com,2022-06-28,18:38,Sales,T25KYNZGW,S202366836551,Cash,3,Product A,EUR,4.24,4.24,0.0,0%,
generic.email@example.com,2022-06-28,19:45,Sales,TLD5OYR5I,S202312100203,Mobile,2,Product D,EUR,5.21,5.21,0.0,0%,
generic.email@example.com,2022-06-29,11:02,Sales,TX9L8DQT5,S202307531802,Mobile,3,Product C,EUR,5.83,5.83,0.0,0%,
generic.email@example.com,2022-06-29,12:03,Sales,T4EA4TVTZ,S202338302469,Cash,2,Product D,EUR,6.36,6.36,0.0,0%,
generic.email@example.com,2022-06-29,12:14,Sales,TTBQPJQ43,S202307325065,Mobile,2,Product A,EUR,1.82,1.82,0.0,0%,
generic.email@example.com,2022-06-29,12:23,Sales,TS97WPRUQ,S202342609093,Cash,3,Product B,EUR,3.99,3.99,0.0,0%,
generic.email@example.com,2022-06-29,14:13,Sales,T6FPLU7CQ,S202370392637,Mobile,1,Product B,EUR,7.13,7.13,0.0,0%,
generic.email@example.com,2022-06-29,15:06,Sales,T3LBQN067,S202380394987,Card,2,Product B,EUR,3.6,3.6,0.0,0%,
generic.email@example.com,2022-06-29,15:31,Sales,TCEU7NPS9,S202302444827,Cash,1,Product C,EUR,8.9,8.9,0.0,0%,
generic.email@example.com,2022-06-29,15:58,Sales,T4TI8F98S,S202346894863,Card,1,Product B,EUR,5.92,5.92,0.0,0%,
generic.email@example.com,2022-06-29,16:57,Sales,T0IL2BGK9,S202307394042,Card,2,Product B,EUR,6.03,6.03,0.0,0%,
generic.email@example.com,2022-06-29,17:03,Sales,TWG85800W,S202323803233,Card,1,Product D,EUR,6.9,6.9,0.0,0%,
generic.email@example.com,2022-06-30,11:11,Sales,TQLBTN3RI,S202372897581,Cash,3,Product A,EUR,2.34,2.34,0.0,0%,
generic.email@example.com,2022-06-30,12:59,Sales,TPYK5JCOW,S202301507164,Card,3,Product B,EUR,7.96,7.96,0.0,0%,
generic.email@example.com,2022-06-30,13:03,Sales,TJJ2LEFYH,S202357704670,Cash,2,Product B,EUR,3.66,3.66,0.0,0%,
generic.email@example.com,2022-06-30,13:22,Sales,TPN307845,S202374248033,Cash,2,Product B,EUR,5.77,5.77,0.0,0%,
generic.email@example.com,2022-06-30,14:20,Sales,TFVT3MS6I,S202325892549,Cash,1,Product C,EUR,7.81,7.81,0.0,0%,
generic.email@example.com,2022-06-30,15:29,Sales,TK65L7Y6L,S202378843807,Mobile,2,Product D,EUR,6.56,6.56,0.0,0%,
generic.email@example.com,2022-06-30,16:53,Sales,TCS1SJZYW,S202325517550,Card,3,Product C,EUR,9.75,9.75,0.0,0%,
generic.email@example.com,2022-06-30,16:59,Sales,TMZJVZZBQ,S202345270895,Card,3,Product B,EUR,9.85,9.85,0.0,0%,
generic.email@example.com,2022-06-30,17:26,Sales,T2Y5HHDWO,S202324866288,Card,2,Product D,EUR,0.77,0.77,0.0,0%,
generic.email@example.com,2022-06-30,17:46,Sales,TI9AAT7OU,S202327936751,Card,1,Product B,EUR,8.66,8.66,0.0,0%,
